Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,LeBron James (11653883),LeBron James,11653883,SF/PF/F/UTIL,11000,LAL@MIA 11/18/2018 06:00PM ET,LAL,52.62
SF/PF,Kevin Durant (11653887),Kevin Durant,11653887,SF/PF/F/UTIL,10700,GS@SA 11/18/2018 07:00PM ET,GS,48.25
PG/SG,Stephen Curry (11653891),Stephen Curry,11653891,PG/SG/G/UTIL,9500,GS@SA 11/18/2018 07:00PM ET,GS,48.62
PG,Damian Lillard (11653895),Damian Lillard,11653895,PG/G/UTIL,9300,POR@WAS 11/18/2018 06:00PM ET,POR,43.78
PG,John Wall (11653898),John Wall,11653898,PG/G/UTIL,9100,POR@WAS 11/18/2018 06:00PM ET,WAS,42.7
C,Nikola Vucevic (11653901),Nikola Vucevic,11653901,C/UTIL,8700,NY@ORL 11/18/2018 06:00PM ET,ORL,43.44
SG/SF,DeMar DeRozan (11653903),DeMar DeRozan,11653903,SG/SF/F/G/UTIL,8600,GS@SA 11/18/2018 07:00PM ET,SA,45.07
C,Hassan Whiteside (11653908),Hassan Whiteside,11653908,C/UTIL,8100,LAL@MIA 11/18/2018 06:00PM ET,MIA,40.66
PF/C,LaMarcus Aldridge (11653910),LaMarcus Aldridge,11653910,PF/C/F/UTIL,8000,GS@SA 11/18/2018 07:00PM ET,SA,37.64
SG,Bradley Beal (11653914),Bradley Beal,11653914,SG/G/UTIL,7700,POR@WAS 11/18/2018 06:00PM ET,WAS,37.8
SF/PF,Aaron Gordon (11653917),Aaron Gordon,11653917,SF/PF/F/UTIL,7600,NY@ORL 11/18/2018 06:00PM ET,ORL,34.45
PF/C,Draymond Green (11653921),Draymond Green,11653921,PF/C/F/UTIL,7400,GS@SA 11/18/2018 07:00PM ET,GS,31.12
SG/SF,Tim Hardaway Jr. (11653925),Tim Hardaway Jr.,11653925,SG/SF/F/G/UTIL,7300,NY@ORL 11/18/2018 06:00PM ET,NY,35.03
SG,Klay Thompson (11653930),Klay Thompson,11653930,SG/G/UTIL,7200,GS@SA 11/18/2018 07:00PM ET,GS,32.10
C,Jusuf Nurkic (11653933),Jusuf Nurkic,11653933,C/UTIL,6800,POR@WAS 11/18/2018 06:00PM ET,POR,35.08
SG/SF,Josh Richardson (11653935),Josh Richardson,11653935,SG/SF/F/G/UTIL,6700,LAL@MIA 11/18/2018 06:00PM ET,MIA,34.3
C,Dwight Howard (11653940),Dwight Howard,11653940,C/UTIL,6600,POR@WAS 11/18/2018 06:00PM ET,WAS,29.88
PG/SG,CJ McCollum (11653942),CJ McCollum,11653942,PG/SG/G/UTIL,6400,POR@WAS 11/18/2018 06:00PM ET,POR,31.18
C,Enes Kanter (11653946),Enes Kanter,11653946,C/UTIL,6300,NY@ORL 11/18/2018 06:00PM ET,NY,33.62
PG,Goran Dragic (11653948),Goran Dragic,11653948,PG/G/UTIL,6100,LAL@MIA 11/18/2018 06:00PM ET,MIA,28.92
PF/C,DeMarcus Cousins (11653951),DeMarcus Cousins,11653951,PF/C/F/UTIL,6000,GS@SA 11/18/2018 07:00PM ET,GS,0
C,JaVale McGee (11653955),JaVale McGee,11653955,C/UTIL,5800,LAL@MIA 11/18/2018 06:00PM ET,LAL,30.57
SG/SF,Brandon Ingram (11653957),Brandon Ingram,11653957,SG/SF/F/G/UTIL,5700,LAL@MIA 11/18/2018 06:00PM ET,LAL,26.52
PG,Lonzo Ball (11653962),Lonzo Ball,11653962,PG/G/UTIL,5600,LAL@MIA 11/18/2018 06:00PM ET,LAL,24.05
SF/PF,Rudy Gay (11653965),Rudy Gay,11653965,SF/PF/F/UTIL,5500,GS@SA 11/18/2018 07:00PM ET,SA,29.3
SG/SF,Evan Fournier (11653969),Evan Fournier,11653969,SG/SF/F/G/UTIL,5400,NY@ORL 11/18/2018 06:00PM ET,ORL,28.59
SF/PF,Kyle Kuzma (11653974),Kyle Kuzma,11653974,SF/PF/F/UTIL,5300,LAL@MIA 11/18/2018 06:00PM ET,LAL,27.68
SG/SF,Terrence Ross (11653981),Terrence Ross,11653981,SG/SF/F/G/UTIL,5200,NY@ORL 11/18/2018 06:00PM ET,ORL,23.78
PG,Quinn Cook (11653978),Quinn Cook,11653978,PG/G/UTIL,5200,GS@SA 11/18/2018 07:00PM ET,GS,16.41
PG/SF,Justise Winslow (11653989),Justise Winslow,11653989,PG/SF/F/G/UTIL,5100,LAL@MIA 11/18/2018 06:00PM ET,MIA,24.36
PG,Rajon Rondo (11653986),Rajon Rondo,11653986,PG/G/UTIL,5000,LAL@MIA 11/18/2018 06:00PM ET,LAL,25.86
SF/PF,Otto Porter Jr. (11653994),Otto Porter Jr.,11653994,SF/PF/F/UTIL,4900,POR@WAS 11/18/2018 06:00PM ET,WAS,23.14
SF/PF,Al-Farouq Aminu (11654003),Al-Farouq Aminu,11654003,SF/PF/F/UTIL,4800,POR@WAS 11/18/2018 06:00PM ET,POR,23.67
PG/SG,Dwyane Wade (11654007),Dwyane Wade,11654007,PG/SG/G/UTIL,4800,LAL@MIA 11/18/2018 06:00PM ET,MIA,24.94
SG/SF,Rodney McGruder (11653998),Rodney McGruder,11653998,SG/SF/F/G/UTIL,4700,LAL@MIA 11/18/2018 06:00PM ET,MIA,26.73
SF,Kevin Knox (11654011),Kevin Knox,11654011,SF/F/UTIL,4600,NY@ORL 11/18/2018 06:00PM ET,NY,14.94
PG,Derrick White (11654014),Derrick White,11654014,PG/G/UTIL,4600,GS@SA 11/18/2018 07:00PM ET,SA,17.75
PG,Allonzo Trier (11654021),Allonzo Trier,11654021,PG/G/UTIL,4500,NY@ORL 11/18/2018 06:00PM ET,NY,19.19
SF/PF,James Johnson (11654017),James Johnson,11654017,SF/PF/F/UTIL,4500,LAL@MIA 11/18/2018 06:00PM ET,MIA,0
SF/PF,Markieff Morris (11654024),Markieff Morris,11654024,SF/PF/F/UTIL,4400,POR@WAS 11/18/2018 06:00PM ET,WAS,21
SG/SF,Kelly Oubre Jr. (11654031),Kelly Oubre Jr.,11654031,SG/SF/F/G/UTIL,4400,POR@WAS 11/18/2018 06:00PM ET,WAS,21.67
PG,Emmanuel Mudiay (11654028),Emmanuel Mudiay,11654028,PG/G/UTIL,4400,NY@ORL 11/18/2018 06:00PM ET,NY,18.83
PG/SG,Tyler Johnson (11654036),Tyler Johnson,11654036,PG/SG/G/UTIL,4300,LAL@MIA 11/18/2018 06:00PM ET,MIA,21.63
SG/SF,Evan Turner (11654040),Evan Turner,11654040,SG/SF/F/G/UTIL,4200,POR@WAS 11/18/2018 06:00PM ET,POR,22.97
SF/PF,Jeff Green (11654052),Jeff Green,11654052,SF/PF/F/UTIL,4200,POR@WAS 11/18/2018 06:00PM ET,WAS,20.48
PG,D.J. Augustin (11654045),D.J. Augustin,11654045,PG/G/UTIL,4200,NY@ORL 11/18/2018 06:00PM ET,ORL,22.66
PF/C,Noah Vonleh (11654048),Noah Vonleh,11654048,PF/C/F/UTIL,4100,NY@ORL 11/18/2018 06:00PM ET,NY,22.03
SG,Josh Hart (11654065),Josh Hart,11654065,SG/G/UTIL,4100,LAL@MIA 11/18/2018 06:00PM ET,LAL,22.77
SG/SF,Dion Waiters (11654060),Dion Waiters,11654060,SG/SF/F/G/UTIL,4000,LAL@MIA 11/18/2018 06:00PM ET,MIA,0
PF/C,Kelly Olynyk (11654072),Kelly Olynyk,11654072,PF/C/F/UTIL,4000,LAL@MIA 11/18/2018 06:00PM ET,MIA,18.07
PG/SG,Bryn Forbes (11654056),Bryn Forbes,11654056,PG/SG/G/UTIL,4000,GS@SA 11/18/2018 07:00PM ET,SA,20.64
C,Pau Gasol (11654068),Pau Gasol,11654068,C/UTIL,4000,GS@SA 11/18/2018 07:00PM ET,SA,21.64
C,Bam Adebayo (11654070),Bam Adebayo,11654070,C/UTIL,3900,LAL@MIA 11/18/2018 06:00PM ET,MIA,17.77
SF/PF,Jonas Jerebko (11654076),Jonas Jerebko,11654076,SF/PF/F/UTIL,3900,GS@SA 11/18/2018 07:00PM ET,GS,16.81
C,Mitchell Robinson (11654080),Mitchell Robinson,11654080,C/UTIL,3800,NY@ORL 11/18/2018 06:00PM ET,NY,16.5
SG/SF,Wayne Ellington (11654082),Wayne Ellington,11654082,SG/SF/F/G/UTIL,3800,LAL@MIA 11/18/2018 06:00PM ET,MIA,17.09
PG/SG,Patty Mills (11654087),Patty Mills,11654087,PG/SG/G/UTIL,3800,GS@SA 11/18/2018 07:00PM ET,SA,19.55
PF/C,Kevon Looney (11654091),Kevon Looney,11654091,PF/C/F/UTIL,3700,GS@SA 11/18/2018 07:00PM ET,GS,16.02
SG/SF,Andre Iguodala (11654095),Andre Iguodala,11654095,SG/SF/F/G/UTIL,3700,GS@SA 11/18/2018 07:00PM ET,GS,15.2
SG,Damyean Dotson (11654100),Damyean Dotson,11654100,SG/G/UTIL,3600,NY@ORL 11/18/2018 06:00PM ET,NY,20.96
SF/PF,Mario Hezonja (11654103),Mario Hezonja,11654103,SF/PF/F/UTIL,3600,NY@ORL 11/18/2018 06:00PM ET,NY,17.2
C,Mohamed Bamba (11654107),Mohamed Bamba,11654107,C/UTIL,3600,NY@ORL 11/18/2018 06:00PM ET,ORL,17.89
PG,Frank Ntilikina (11654128),Frank Ntilikina,11654128,PG/G/UTIL,3600,NY@ORL 11/18/2018 06:00PM ET,NY,16.77
PF,Zach Collins (11654122),Zach Collins,11654122,PF/F/UTIL,3500,POR@WAS 11/18/2018 06:00PM ET,POR,19.02
PG/SG,Trey Burke (11654109),Trey Burke,11654109,PG/SG/G/UTIL,3500,NY@ORL 11/18/2018 06:00PM ET,NY,18.98
PF,Jonathan Isaac (11654125),Jonathan Isaac,11654125,PF/F/UTIL,3500,NY@ORL 11/18/2018 06:00PM ET,ORL,18.68
SG/SF,Marco Belinelli (11654113),Marco Belinelli,11654113,SG/SF/F/G/UTIL,3500,GS@SA 11/18/2018 07:00PM ET,SA,17.59
PF/C,Davis Bertans (11654118),Davis Bertans,11654118,PF/C/F/UTIL,3500,GS@SA 11/18/2018 07:00PM ET,SA,11.86
C,Tyson Chandler (11654131),Tyson Chandler,11654131,C/UTIL,3400,LAL@MIA 11/18/2018 06:00PM ET,LAL,13.19
SF/PF,Dante Cunningham (11654133),Dante Cunningham,11654133,SF/PF/F/UTIL,3400,GS@SA 11/18/2018 07:00PM ET,SA,13.5
PF,Jordan Bell (11654137),Jordan Bell,11654137,PF/F/UTIL,3400,GS@SA 11/18/2018 07:00PM ET,GS,10.35
SF/PF,Moe Harkless (11654145),Moe Harkless,11654145,SF/PF/F/UTIL,3300,POR@WAS 11/18/2018 06:00PM ET,POR,14.6
PG/SG,Austin Rivers (11654154),Austin Rivers,11654154,PG/SG/G/UTIL,3300,POR@WAS 11/18/2018 06:00PM ET,WAS,13.82
SG/SF,Jonathon Simmons (11654158),Jonathon Simmons,11654158,SG/SF/F/G/UTIL,3300,NY@ORL 11/18/2018 06:00PM ET,ORL,16.46
PG,Jerian Grant (11654163),Jerian Grant,11654163,PG/G/UTIL,3300,NY@ORL 11/18/2018 06:00PM ET,ORL,15.70
SG/SF,Kentavious Caldwell-Pope (11654140),Kentavious Caldwell-Pope,11654140,SG/SF/F/G/UTIL,3300,LAL@MIA 11/18/2018 06:00PM ET,LAL,11.95
SG/SF,Lance Stephenson (11654149),Lance Stephenson,11654149,SG/SF/F/G/UTIL,3300,LAL@MIA 11/18/2018 06:00PM ET,LAL,18.63
PF,Alfonzo McKinnie (11654166),Alfonzo McKinnie,11654166,PF/F/UTIL,3300,GS@SA 11/18/2018 07:00PM ET,GS,12.86
C,Damian Jones (11654176),Damian Jones,11654176,C/UTIL,3300,GS@SA 11/18/2018 07:00PM ET,GS,14.44
C,Meyers Leonard (11654169),Meyers Leonard,11654169,C/UTIL,3200,POR@WAS 11/18/2018 06:00PM ET,POR,12.65
C,Ian Mahinmi (11654174),Ian Mahinmi,11654174,C/UTIL,3200,POR@WAS 11/18/2018 06:00PM ET,WAS,11.46
SG,Wes Iwundu (11654171),Wes Iwundu,11654171,SG/G/UTIL,3200,NY@ORL 11/18/2018 06:00PM ET,ORL,10.54
PF,Jake Layman (11654178),Jake Layman,11654178,PF/F/UTIL,3100,POR@WAS 11/18/2018 06:00PM ET,POR,10.9
C,Drew Eubanks (11654181),Drew Eubanks,11654181,C/UTIL,3100,GS@SA 11/18/2018 07:00PM ET,SA,2
PF/C,Jason Smith (11654183),Jason Smith,11654183,PF/C/F/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,10.75
PG/SG,Jordan McRae (11654187),Jordan McRae,11654187,PG/SG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,4
PG,Chasson Randle (11654191),Chasson Randle,11654191,PG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,0
PG/SG,Tomas Satoransky (11654194),Tomas Satoransky,11654194,PG/SG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,9.6
SG,Devin Robinson (11654198),Devin Robinson,11654198,SG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,0
C,Thomas Bryant (11654201),Thomas Bryant,11654201,C/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,5.9
SF,Troy Brown (11654203),Troy Brown,11654203,SF/F/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,WAS,5.43
PG/SG,Seth Curry (11654206),Seth Curry,11654206,PG/SG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,POR,8.48
SG/SF,Nik Stauskas (11654210),Nik Stauskas,11654210,SG/SF/F/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,POR,14.17
PG,Wade Baldwin IV (11654215),Wade Baldwin IV,11654215,PG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,POR,2.5
PF,Caleb Swanigan (11654218),Caleb Swanigan,11654218,PF/F/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,POR,9.53
SG,Anfernee Simons (11654221),Anfernee Simons,11654221,SG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,POR,4.75
SG,Gary Trent Jr. (11654224),Gary Trent Jr.,11654224,SG/G/UTIL,3000,POR@WAS 11/18/2018 06:00PM ET,POR,7.12
SG,Troy Caupain (11654227),Troy Caupain,11654227,SG/G/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,0
PF/C,Jarell Martin (11654230),Jarell Martin,11654230,PF/C/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,8.1
PF,Amile Jefferson (11654234),Amile Jefferson,11654234,PF/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,0
PF,Khem Birch (11654237),Khem Birch,11654237,PF/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,5.38
PG,Isaiah Briscoe (11654240),Isaiah Briscoe,11654240,PG/G/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,4.04
SF,Melvin Frazier (11654243),Melvin Frazier,11654243,SF/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,-0.25
C,Timofey Mozgov (11654246),Timofey Mozgov,11654246,C/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,ORL,0
SG/SF,Courtney Lee (11654248),Courtney Lee,11654248,SG/SF/F/G/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,NY,0
PF,Isaiah Hicks (11654253),Isaiah Hicks,11654253,PF/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,NY,0
PF,Luke Kornet (11654256),Luke Kornet,11654256,PF/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,NY,0.62
PG/SG,Ron Baker (11654259),Ron Baker,11654259,PG/SG/G/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,NY,4.06
PF/C,Kristaps Porzingis (11654263),Kristaps Porzingis,11654263,PF/C/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,NY,0
SF/PF,Lance Thomas (11654324),Lance Thomas,11654324,SF/PF/F/UTIL,3000,NY@ORL 11/18/2018 06:00PM ET,NY,9.23
PF,Udonis Haslem (11654267),Udonis Haslem,11654267,PF/F/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,MIA,1.12
PF,Yante Maten (11654270),Yante Maten,11654270,PF/F/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,MIA,0
SF,Duncan Robinson (11654273),Duncan Robinson,11654273,SF/F/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,MIA,3.92
SF,Derrick Jones Jr. (11654276),Derrick Jones Jr.,11654276,SF/F/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,MIA,11.55
SF/PF,Michael Beasley (11654279),Michael Beasley,11654279,SF/PF/F/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,4
PF,Johnathan Williams (11654283),Johnathan Williams,11654283,PF/F/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,10.38
SG,Alex Caruso (11654286),Alex Caruso,11654286,SG/G/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,0
SG,Sviatoslav Mykhailiuk (11654289),Sviatoslav Mykhailiuk,11654289,SG/G/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,5.79
C,Moritz Wagner (11654292),Moritz Wagner,11654292,C/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,0
C,Ivica Zubac (11654294),Ivica Zubac,11654294,C/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,8.65
C,Isaac Bonga (11654296),Isaac Bonga,11654296,C/UTIL,3000,LAL@MIA 11/18/2018 06:00PM ET,LAL,0
PF,Chimezie Metu (11654298),Chimezie Metu,11654298,PF/F/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,SA,3.81
PG,Dejounte Murray (11654301),Dejounte Murray,11654301,PG/G/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,SA,0
C,Jakob Poeltl (11654304),Jakob Poeltl,11654304,C/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,SA,10.02
SF,Quincy Pondexter (11654306),Quincy Pondexter,11654306,SF/F/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,SA,5.72
SG,Lonnie Walker IV (11654309),Lonnie Walker IV,11654309,SG/G/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,SA,0
SG,Damion Lee (11654312),Damion Lee,11654312,SG/G/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,GS,8.55
SF,Marcus Derrickson (11654315),Marcus Derrickson,11654315,SF/F/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,GS,1.38
SG,Jacob Evans III (11654318),Jacob Evans III,11654318,SG/G/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,GS,3.36
PG,Shaun Livingston (11654321),Shaun Livingston,11654321,PG/G/UTIL,3000,GS@SA 11/18/2018 07:00PM ET,GS,12.72
