PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,
Josh Jackson,PHX,21,1,0,1,6.9,4,1,3,33.3,0,1,0,2,2,100,0,1,1,1,2,0,0,0,4.7,0,0,-11,
Josh Okogie,MIN,20,1,0,1,11.9,0,0,3,0,0,1,0,0,0,0,0,2,2,0,1,0,0,1,1.4,0,0,-12,
Josh Richardson,MIA,25,1,1,0,37.8,14,6,22,27.3,2,6,33.3,0,0,0,3,2,5,5,2,2,0,2,31.5,0,0,11,
Jrue Holiday,NOP,28,1,1,0,37.2,17,6,16,37.5,1,4,25,4,5,80,4,6,10,9,4,2,2,2,50.5,1,0,17,
Juancho Hernangomez,DEN,23,1,0,1,22.3,7,3,6,50,1,4,25,0,0,0,3,2,5,0,0,0,1,2,16,0,0,4,
Julius Randle,NOP,23,1,1,0,23.5,12,5,8,62.5,1,2,50,1,2,50,1,4,5,5,2,0,0,2,23.5,0,0,4,
Justin Holiday,CHI,29,1,0,1,38.1,17,6,16,37.5,3,12,25,2,2,100,0,1,1,2,1,3,1,3,32.2,0,0,-6,
Justin Jackson,SAC,23,1,0,1,7.7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,4.7,0,0,-11,
Justise Winslow,MIA,22,1,1,0,30.8,16,7,17,41.2,1,6,16.7,1,1,100,0,5,5,3,4,0,0,3,22.5,0,0,-2,
Jusuf Nurkic,POR,24,1,1,0,24.6,12,5,9,55.6,0,1,0,2,4,50,3,6,9,6,2,0,1,3,32.8,0,0,19,
Karl-Anthony Towns,MIN,22,1,0,1,38.8,13,5,16,31.3,1,6,16.7,2,2,100,2,7,9,1,6,1,3,3,31.3,0,0,1,
Kawhi Leonard,TOR,27,1,1,0,31.4,25,7,17,41.2,2,5,40,9,9,100,2,9,11,2,5,0,0,0,36.2,1,0,0,
Kelly Olynyk,MIA,27,1,1,0,12.6,1,0,0,0,0,0,0,1,2,50,1,3,4,3,2,0,0,4,8.3,0,0,10,
Kelly Oubre Jr.,WAS,22,1,0,1,22.8,6,3,10,30,0,5,0,0,0,0,0,2,2,1,0,0,0,2,9.9,0,0,-10,
Kemba Walker,CHA,28,1,1,0,35.9,29,12,22,54.5,4,10,40,1,2,50,0,3,3,7,5,3,1,0,50.1,0,0,9,
Kenrich Williams,NOP,23,1,1,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Kent Bazemore,ATL,29,1,0,1,31.3,16,4,16,25,1,7,14.3,7,9,77.8,2,5,7,3,2,1,0,2,29.9,0,0,-17,
Kentavious Caldwell-Pope,LAL,25,1,1,0,13,5,2,4,50,1,3,33.3,0,0,0,0,1,1,0,0,0,0,1,6.2,0,0,1,
Kevin Durant,GSW,30,1,1,0,31.9,22,7,11,63.6,0,1,0,8,8,100,0,6,6,6,0,1,0,0,41.2,0,0,25,
Kevin Knox,NYK,19,1,1,0,9.2,0,0,6,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0,-14,
Kevon Looney,GSW,22,1,1,0,19.7,9,4,5,80,0,0,0,1,2,50,3,6,9,1,1,0,0,4,20.3,0,0,26,
Khris Middleton,MIL,27,1,0,1,35.5,22,8,19,42.1,4,10,40,2,2,100,2,6,8,6,1,0,0,4,39.6,0,0,-10,
Klay Thompson,GSW,28,1,1,0,32.3,27,11,21,52.4,3,7,42.9,2,2,100,0,2,2,3,1,1,0,0,35.9,0,0,6,
Kosta Koufos,SAC,29,1,0,1,14.3,2,1,6,16.7,0,0,0,0,0,0,2,2,4,0,2,1,0,2,7.8,0,0,-8,
Kyle Anderson,MEM,25,1,1,0,32.5,14,5,9,55.6,1,2,50,3,4,75,0,5,5,1,2,1,0,1,22.5,0,0,-1,
Kyle Korver,CLE,37,1,0,1,21.2,7,2,8,25,2,7,28.6,1,1,100,0,2,2,1,2,0,0,3,8.9,0,0,-1,
Kyle Kuzma,LAL,23,1,1,0,32.6,21,8,15,53.3,4,7,57.1,1,2,50,0,2,2,1,2,1,0,2,25.9,0,0,3,
Kyle Lowry,TOR,32,1,1,0,35.2,16,6,13,46.2,2,8,25,2,3,66.7,1,1,2,8,4,3,0,3,35.4,0,0,8,
Kyle O'Quinn,IND,28,1,0,1,1.7,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,2.7,0,0,-1,
Kyrie Irving,BOS,26,1,0,1,34,31,13,17,76.5,4,6,66.7,1,1,100,2,3,5,5,2,3,1,3,54.5,0,0,2,
LaMarcus Aldridge,SAS,33,1,0,1,35.6,6,2,14,14.3,0,0,0,2,2,100,4,12,16,0,1,0,2,3,30.2,0,0,-9,
Lance Stephenson,LAL,28,1,1,0,4,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-2,
Landry Shamet,PHI,21,1,1,0,22.9,12,4,8,50,3,6,50,1,1,100,0,1,1,1,1,1,1,3,19.7,0,0,-11,
Langston Galloway,DET,26,1,1,0,26.1,12,4,8,50,4,8,50,0,0,0,0,6,6,3,1,0,0,2,22.7,0,0,20,
Larry Nance Jr.,CLE,25,1,0,1,22.3,6,3,6,50,0,0,0,0,0,0,1,5,6,1,2,0,1,3,15.7,0,0,2,
LeBron James,LAL,33,1,1,0,38.5,24,10,21,47.6,3,9,33.3,1,2,50,1,10,11,9,3,0,2,1,53.7,1,0,3,
Lonzo Ball,LAL,21,1,1,0,21,3,1,6,16.7,0,3,0,1,2,50,1,4,5,6,3,3,0,2,24,0,0,-8,
Lou Williams,LAC,32,1,1,0,27.4,20,7,17,41.2,1,4,25,5,5,100,0,0,0,6,1,0,1,1,31,0,0,8,
Luka Doncic,DAL,19,1,0,1,35.2,24,7,14,50,3,4,75,7,7,100,1,5,6,2,5,0,0,3,29.2,0,0,-16,
Malachi Richardson,TOR,22,1,1,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,
Malcolm Brogdon,MIL,25,1,0,1,26.6,4,2,8,25,0,1,0,0,0,0,1,2,3,4,1,0,0,1,12.6,0,0,-8,
Malik Beasley,DEN,21,1,0,1,6.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4,
Malik Monk,CHA,20,1,1,0,20.8,13,5,11,45.5,1,3,33.3,2,4,50,0,0,0,6,3,1,0,1,22,0,0,3,
MarShon Brooks,MEM,29,1,1,0,11.6,9,4,7,57.1,1,2,50,0,0,0,1,0,1,0,1,0,0,1,9.2,0,0,1,
Marc Gasol,MEM,33,1,1,0,36,20,6,13,46.2,1,2,50,7,7,100,3,9,12,4,3,2,3,5,52.4,1,0,15,
Marco Belinelli,SAS,32,1,0,1,27.6,8,3,13,23.1,2,6,33.3,0,0,0,0,0,0,3,2,2,0,1,16.5,0,0,1,
Marcus Morris,BOS,29,1,0,1,20.4,6,3,9,33.3,0,4,0,0,0,0,0,6,6,1,4,0,0,2,10.7,0,0,-18,
Marcus Smart,BOS,24,1,0,1,25.1,9,3,5,60,1,3,33.3,2,2,100,1,2,3,3,2,2,4,2,33.1,0,0,-10,
Mario Hezonja,NYK,23,1,1,0,11.6,1,0,2,0,0,1,0,1,2,50,0,2,2,0,0,0,0,2,3.4,0,0,-13,
Markelle Fultz,PHI,20,1,1,0,25.6,7,3,7,42.9,0,0,0,1,2,50,1,2,3,4,1,3,0,3,24.6,0,0,14,
Markieff Morris,WAS,29,1,0,1,22.4,4,2,8,25,0,4,0,0,0,0,0,1,1,3,2,0,0,5,7.7,0,0,-15,
Marvin Bagley III,SAC,19,1,0,1,25.4,13,5,8,62.5,1,1,100,2,2,100,1,2,3,0,2,0,1,2,17.6,0,0,-8,
Marvin Williams,CHA,32,1,1,0,26.7,20,8,14,57.1,3,6,50,1,2,50,0,8,8,1,2,1,0,3,32.1,0,0,6,
Mason Plumlee,DEN,28,1,0,1,22.4,10,4,6,66.7,0,0,0,2,2,100,3,3,6,1,2,2,1,4,25.7,0,0,-2,
Maxi Kleber,DAL,26,1,0,1,13.6,2,1,4,25,0,2,0,0,0,0,1,2,3,0,0,0,1,1,8.6,0,0,1,
Meyers Leonard,POR,26,1,1,0,15.5,6,2,4,50,2,4,50,0,0,0,1,4,5,2,1,0,0,0,14,0,0,-3,
Michael Kidd-Gilchrist,CHA,25,1,1,0,17.1,0,0,5,0,0,1,0,0,0,0,4,2,6,2,0,0,1,1,13.2,0,0,8,
Mikal Bridges,PHX,22,1,0,1,27.6,6,2,7,28.6,2,5,40,0,0,0,0,1,1,1,0,0,0,1,8.7,0,0,-16,
Mike Conley,MEM,31,1,1,0,36.3,4,2,9,22.2,0,2,0,0,0,0,0,3,3,8,2,1,0,2,20.6,0,0,4,
Mike Scott,LAC,30,1,1,0,16.9,8,3,4,75,2,3,66.7,0,0,0,0,4,4,2,0,0,0,3,15.8,0,0,11,
Miles Bridges,CHA,20,1,1,0,19.9,9,4,9,44.4,0,2,0,1,1,100,0,3,3,1,0,0,0,1,14.1,0,0,-3,
Miles Plumlee,ATL,30,1,0,1,11.1,8,4,5,80,0,0,0,0,0,0,4,1,5,0,0,0,0,2,14,0,0,10,
Milos Teodosic,LAC,31,1,1,0,11.9,3,1,1,100,1,1,100,0,0,0,0,0,0,4,1,0,0,3,8,0,0,3,
Mitchell Robinson,NYK,20,1,1,0,14.9,5,2,2,100,0,0,0,1,2,50,3,3,6,0,1,1,2,2,20.2,0,0,3,
Mo Bamba,ORL,20,1,0,1,13.6,2,1,2,50,0,1,0,0,0,0,0,2,2,0,3,0,2,2,7.4,0,0,-16,
Monte Morris,DEN,23,1,0,1,26.5,8,4,10,40,0,3,0,0,0,0,0,2,2,3,0,1,0,0,17.9,0,0,4,
Montrezl Harrell,LAC,24,1,1,0,30.1,13,6,7,85.7,0,0,0,1,2,50,4,3,7,2,4,3,0,1,29.4,0,0,9,
Myles Turner,IND,22,1,0,1,30.2,7,2,8,25,0,0,0,3,4,75,1,3,4,0,0,1,2,4,20.8,0,0,-5,
Nemanja Bjelica,SAC,30,1,0,1,18.9,0,0,5,0,0,2,0,0,0,0,0,1,1,3,1,4,1,4,19.7,0,0,1,
Nerlens Noel,OKC,24,1,1,0,13.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,18.5,0,0,-11,
Nicolas Batum,CHA,29,1,1,0,32.6,10,4,7,57.1,2,4,50,0,0,0,0,5,5,4,3,0,0,3,19,0,0,11,
Nik Stauskas,POR,25,1,1,0,13.2,2,1,4,25,0,2,0,0,0,0,0,2,2,2,1,0,0,0,6.4,0,0,2,
Nikola Jokic,DEN,23,1,0,1,25.6,4,0,1,0,0,1,0,4,4,100,1,6,7,4,6,3,0,5,21.4,0,0,0,
Nikola Mirotic,NOP,27,1,1,0,29.5,9,4,14,28.6,1,8,12.5,0,0,0,2,13,15,1,4,0,1,1,27.5,0,0,2,
Nikola Vucevic,ORL,28,1,0,1,34.4,14,6,14,42.9,0,3,0,2,2,100,0,9,9,4,4,0,1,5,29.8,0,0,9,
Noah Vonleh,NYK,23,1,1,0,39,11,4,10,40,2,5,40,1,2,50,3,10,13,2,1,2,1,5,37.6,1,0,16,
OG Anunoby,TOR,21,1,1,0,23.8,11,5,9,55.6,1,3,33.3,0,0,0,3,4,7,0,0,1,0,3,22.4,0,0,13,
Omari Spellman,ATL,21,1,0,1,28.5,18,6,11,54.5,3,5,60,3,3,100,4,6,10,4,0,1,3,1,48,1,0,2,
Otto Porter Jr.,WAS,25,1,0,1,37.6,19,7,12,58.3,5,6,83.3,0,0,0,1,4,5,5,0,3,2,3,47.5,0,0,-6,
PJ Tucker,HOU,33,1,1,0,33.2,9,3,8,37.5,3,7,42.9,0,0,0,0,4,4,0,0,2,0,2,19.8,0,0,9,
Pascal Siakam,TOR,24,1,1,0,35,21,8,11,72.7,0,2,0,5,5,100,1,2,3,1,1,2,0,3,31.1,0,0,0,
Pat Connaughton,MIL,25,1,0,1,6.1,2,0,0,0,0,0,0,2,2,100,2,0,2,0,0,0,0,0,4.4,0,0,-7,
Patrick Beverley,LAC,30,1,1,0,38.6,10,4,10,40,2,6,33.3,0,0,0,2,4,6,4,0,0,0,5,23.2,0,0,7,
Patrick Patterson,OKC,29,1,1,0,16.9,3,1,5,20,1,3,33.3,0,2,0,0,4,4,1,0,0,0,1,9.3,0,0,0,
Patty Mills,SAS,30,1,0,1,27.8,20,8,22,36.4,4,12,33.3,0,0,0,1,3,4,0,2,0,0,0,22.8,0,0,-3,
Paul George,OKC,28,1,1,0,38.5,18,7,16,43.8,1,3,33.3,3,4,75,1,6,7,2,3,2,0,3,32.4,0,0,12,
Paul Millsap,DEN,33,1,0,1,19.7,2,1,7,14.3,0,1,0,0,0,0,1,2,3,1,2,1,0,2,8.1,0,0,-5,
Quincy Pondexter,SAS,30,1,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.2,0,0,2,
Quinn Cook,GSW,25,1,1,0,19.3,13,4,8,50,4,5,80,1,1,100,1,6,7,1,1,0,0,0,21.9,0,0,-3,
Rajon Rondo,LAL,32,1,1,0,26.8,2,1,7,14.3,0,1,0,0,0,0,2,4,6,10,3,0,0,0,21.2,0,0,10,
Raymond Felton,OKC,34,1,1,0,14,4,2,6,33.3,0,2,0,0,0,0,0,1,1,2,1,3,1,1,19.2,0,0,-11,
Reggie Bullock,DET,27,1,1,0,18.1,1,0,6,0,0,2,0,1,1,100,0,3,3,1,1,1,0,0,8.1,0,0,-10,
Reggie Jackson,DET,28,1,1,0,26.4,15,5,11,45.5,1,6,16.7,4,5,80,0,1,1,4,5,0,0,4,17.2,0,0,-11,
Richaun Holmes,PHX,25,1,0,1,17.6,13,6,7,85.7,0,0,0,1,2,50,4,6,10,0,2,1,2,3,32,1,0,-14,
Ricky Rubio,UTA,28,1,1,0,36.6,10,3,13,23.1,1,5,20,3,4,75,0,5,5,12,3,3,0,5,40,1,0,5,
Robert Covington,PHI,27,1,1,0,35.9,13,5,9,55.6,2,6,33.3,1,1,100,0,4,4,1,1,2,2,3,30.3,0,0,18,
Robert Williams III,BOS,21,1,0,1,2.4,3,1,1,100,0,0,0,1,2,50,1,1,2,0,0,0,0,3,5.4,0,0,1,
Robin Lopez,CHI,30,1,0,1,10.6,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,8.9,0,0,7,
Rodney Hood,CLE,26,1,0,1,22.6,11,3,7,42.9,2,3,66.7,3,3,100,0,5,5,4,1,0,0,3,22,0,0,-2,
Rodney McGruder,MIA,27,1,1,0,37.3,4,2,9,22.2,0,4,0,0,0,0,0,10,10,4,0,0,0,2,22,0,0,5,
Rondae Hollis-Jefferson,BKN,23,1,1,0,12.6,5,1,6,16.7,0,1,0,3,4,75,0,2,2,1,2,1,0,0,9.9,0,0,-1,
Royce O'Neale,UTA,25,1,1,0,12,7,3,6,50,0,1,0,1,1,100,0,0,0,2,0,0,0,2,10,0,0,6,
Rudy Gobert,UTA,26,1,1,0,31.7,17,7,9,77.8,0,0,0,3,7,42.9,2,8,10,2,0,1,4,6,47,1,0,10,
Ryan Anderson,PHX,30,1,0,1,22.3,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,0,0,1,3.4,0,0,-7,
Ryan Arcidiacono,CHI,24,1,0,1,33.1,11,4,6,66.7,3,4,75,0,0,0,0,3,3,2,2,1,0,2,18.6,0,0,-2,
Salah Mejri,DAL,32,1,0,1,4.3,0,0,1,0,0,0,0,0,0,0,1,2,3,0,1,0,0,3,2.6,0,0,0,
Semi Ojeleye,BOS,23,1,0,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,
Serge Ibaka,TOR,29,1,1,0,28,14,6,10,60,2,3,66.7,0,0,0,3,11,14,0,3,0,3,4,36.8,1,0,5,
Seth Curry,POR,28,1,1,0,12.1,2,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,
Shabazz Napier,BKN,27,1,1,0,15.2,4,1,4,25,0,2,0,2,2,100,2,2,4,5,1,1,0,0,18.3,0,0,13,
Shai Gilgeous-Alexander,LAC,20,1,1,0,24.6,6,2,6,33.3,0,1,0,2,2,100,2,1,3,5,2,1,1,2,21.1,0,0,7,
Shelvin Mack,MEM,28,1,1,0,19.2,6,2,4,50,2,3,66.7,0,0,0,0,0,0,4,2,0,0,2,10,0,0,2,
Spencer Dinwiddie,BKN,25,1,1,0,29.9,12,5,7,71.4,2,4,50,0,0,0,0,5,5,3,0,2,1,4,31.5,0,0,20,
Stanley Johnson,DET,22,1,1,0,22.1,13,5,10,50,3,6,50,0,0,0,0,6,6,3,1,1,0,1,26.7,0,0,16,
Stephen Curry,GSW,30,1,1,0,32.1,19,6,17,35.3,3,6,50,4,4,100,2,3,5,7,5,1,1,1,36.5,0,0,26,
Steven Adams,OKC,25,1,1,0,34.5,9,3,6,50,0,0,0,3,6,50,5,8,13,2,2,2,2,2,37.6,0,0,20,
T.J. Warren,PHX,25,1,0,1,13.3,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,6.6,0,0,-7,
Taj Gibson,MIN,33,1,0,1,37.3,16,6,14,42.9,3,5,60,1,2,50,4,7,11,3,0,3,0,3,42.7,1,0,12,
Taurean Prince,ATL,24,1,0,1,31.2,16,6,15,40,2,10,20,2,4,50,0,2,2,3,2,0,1,2,23.9,0,0,-3,
Terrance Ferguson,OKC,20,1,1,0,21.8,4,1,3,33.3,0,1,0,2,2,100,0,1,1,2,1,0,0,3,7.2,0,0,-2,
Terrence Ross,ORL,27,1,0,1,27.6,15,6,12,50,2,5,40,1,2,50,1,3,4,0,3,1,1,0,22.8,0,0,-24,
Terry Rozier,BOS,24,1,0,1,22.4,6,2,9,22.2,2,5,40,0,0,0,0,3,3,0,1,1,1,2,14.6,0,0,-13,
Thaddeus Young,IND,30,1,0,1,21.2,6,3,8,37.5,0,3,0,0,0,0,3,2,5,0,4,2,0,3,14,0,0,-16,
Thomas Bryant,WAS,21,1,0,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Frazier,NOP,28,1,1,0,8.3,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,-3,
Tim Hardaway Jr.,NYK,26,1,1,0,36.6,34,8,22,36.4,2,11,18.2,16,20,80,0,1,1,3,2,3,1,1,49.7,0,0,20,
Tobias Harris,LAC,26,1,1,0,34.8,22,8,16,50,4,7,57.1,2,3,66.7,1,9,10,2,1,1,0,2,39,1,0,7,
Tomas Satoransky,WAS,27,1,0,1,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,-8,
Tony Parker,CHA,36,1,1,0,21.5,6,3,6,50,0,0,0,0,3,0,0,0,0,3,1,1,1,1,15.5,0,0,12,
Tony Snell,MIL,26,1,0,1,16.7,8,2,4,50,2,2,100,2,2,100,1,2,3,1,0,1,0,0,16.1,0,0,-7,
Torrey Craig,DEN,27,1,0,1,19.8,5,2,5,40,0,2,0,1,2,50,2,1,3,0,0,0,1,2,11.6,0,0,-4,
Trae Young,ATL,20,1,0,1,30.6,15,6,19,31.6,1,7,14.3,2,2,100,1,4,5,8,2,0,0,2,31,0,0,3,
Trevor Ariza,PHX,33,1,0,1,31.2,8,3,4,75,2,2,100,0,1,0,0,7,7,1,2,0,1,3,18.9,0,0,-8,
Trey Lyles,DEN,23,1,0,1,28.1,16,6,9,66.7,2,5,40,2,3,66.7,0,9,9,1,0,1,0,3,31.3,0,0,5,
Tristan Thompson,CLE,27,1,0,1,31.3,10,5,13,38.5,0,0,0,0,0,0,4,11,15,0,1,0,0,2,27,1,0,-18,
Troy Brown Jr.,WAS,19,1,0,1,1.3,2,0,1,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,0,
Troy Williams,SAC,23,1,0,1,14.3,7,3,3,100,0,0,0,1,2,50,1,2,3,2,0,0,0,2,13.6,0,0,4,
Tyler Johnson,MIA,26,1,1,0,31.5,9,4,10,40,1,5,20,0,2,0,0,3,3,2,1,4,1,0,29.6,0,0,-1,
Tyreke Evans,IND,29,1,0,1,21.1,7,3,10,30,0,2,0,1,2,50,0,2,2,2,1,0,0,1,11.4,0,0,1,
Tyson Chandler,LAL,36,1,1,0,22.9,2,1,4,25,0,0,0,0,0,0,4,4,8,0,1,0,0,3,10.6,0,0,6,
Tyus Jones,MIN,22,1,0,1,12.3,0,0,2,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4.7,0,0,-17,
Victor Oladipo,IND,26,1,0,1,36.7,36,14,30,46.7,4,14,28.6,4,6,66.7,0,6,6,7,1,2,3,1,67.7,0,0,-7,
Vince Carter,ATL,41,1,0,1,10.5,3,1,3,33.3,1,3,33.3,0,0,0,0,1,1,0,1,1,0,2,6.2,0,0,-2,
Wayne Ellington,MIA,30,1,1,0,37.1,20,7,13,53.8,6,10,60,0,0,0,0,4,4,1,2,2,0,1,30.3,0,0,10,
Wayne Selden,MEM,24,1,1,0,14.6,5,1,2,50,1,2,50,2,2,100,0,1,1,1,0,0,0,2,7.7,0,0,-5,
Wendell Carter Jr.,CHI,19,1,0,1,29.5,17,7,11,63.6,1,2,50,2,3,66.7,2,9,11,0,1,1,3,3,41.2,1,0,-7,
Wes Iwundu,ORL,23,1,0,1,17.8,4,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,19,
Wesley Johnson,NOP,31,1,1,0,23.9,12,5,7,71.4,2,3,66.7,0,0,0,1,3,4,2,0,1,1,1,25.8,0,0,10,
Wesley Matthews,DAL,32,1,0,1,33.6,13,4,10,40,0,3,0,5,6,83.3,1,5,6,4,0,1,0,2,29.2,0,0,-22,
Willie Cauley-Stein,SAC,25,1,0,1,33.5,24,10,15,66.7,0,0,0,4,5,80,0,8,8,4,1,1,1,2,44.6,0,0,-1,
Willy Hernangomez,CHA,24,1,1,0,15.7,9,2,2,100,1,1,100,4,4,100,2,7,9,1,1,2,1,2,29.3,0,0,1,
Wilson Chandler,PHI,31,1,1,0,15.4,2,1,3,33.3,0,2,0,0,0,0,2,3,5,0,1,0,0,1,7,0,0,-8,
Zach Collins,POR,20,1,1,0,24.2,9,3,5,60,1,3,33.3,2,2,100,2,3,5,0,4,0,0,1,11,0,0,10,
Zach LaVine,CHI,23,1,0,1,37.9,22,9,26,34.6,2,5,40,2,2,100,0,5,5,4,1,0,1,2,36,0,0,-15,
Zaza Pachulia,DET,34,1,1,0,12.9,2,0,3,0,0,0,0,2,2,100,2,3,5,0,1,1,0,1,10,0,0,15,
